@relation 'opinion'
@attribute 'doc' string
@attribute '$class' {-1, 1}

@data
"great constant Canadian big only American prestigious more available ", 1
"last French own complicated many brilliant hilarious numerous willing abrupt banal concise clever funny acting perfect respective simple casual unforgettable ", 1
"true big funny first entertaining same first different much different great ", 1
"great great more great more human ready great true ", 1
"real ", 1
"beautiful delicate West German other beautiful delicate first ", 1
"great awesome great Japanese great great cute powerful great only little overall awesome ", 1
"other positive great romantic major memorable great financial new powerful true timely relevant major poor single big little much crummy wealthy upper common major happy other pregnant full much wealthy alone unloved unhappy ultimate only least beautiful artful great messy apt wonderful heartfelt whole particular significant well-made ", 1
"sorry ordinary large several such other conventional dramatic happy eventual miraculous random several various own easy obvious few few wrought good mature humane major gifted due last great great ", 1
"classic original exploitative beautiful respectful western ridiculous mortal classical available inferior cheesy video ", 1
"Nazi bad many short super pop occupied short medium musical excellent extra first Spanish right many handsome plain own plain Nazi ex animal subtle German Catholic good catholic addicted same German short musical such same back romantic easy real many Nazi monthly many good only Nazi same disturbing careful most direct only Nazi German German video legitimate ", 1
"dry strong able ashamed less premature more least other only brilliant transcendental single main perfect black able gravitational whole unconscious floating main grand serene unforgettable melancholy sombre clear mere able white dry recent overwhelming undisputed only own simple huge same ", 1
"original Chinese third high great good gorgeous ", 1
"preposterous first lesser ridiculous outrageous main unrelated most funny last single stale repetitive whole weird second standard awful more last great great dysfunctional being emotional lame moral fair last own good funny more same first good ", 1
"special glad funny entire special ", 1
"silent melodramatic early silly reminiscent cheap high much modern calm happy electronic modern electric crazy heavy last other cute ", 1
"gold loving popular rich gold new successful rare accessible natural entertaining sophisticated late silent ", 1
"longtime successful cute cold young happy standard awkward impressive talented fun-loving irresponsible only devoted dysfunctional young many criminal desperate new standard crusty con unusual happy cute usual interesting memorable many other colorized black-and-white bright garish unrealistic many famous red blonde ", 1
"worth same modern only powerful much ", 1
"stunning moving amazing incredible few unaware horrific great amazing accurate visual very powerful moving deserving sure ", 1
"strong armed appropriate ", 1
"popular typical fabulous excellent happy haughty acting female female female lovely own sugary sweet naive southern good high perfect happy several next frank presumptuous few poor blonde fickle forgettable afraid private high old helluva happy ", 1
"few recent worthy whole happy little beautiful striking small imaginary little good worthy new fellow tiny popular eager first little funny heartwarming clever great whole ", 1
"bad delightful due financial other humdrum marital elderly fourth wealthy beautiful own ", 1
"fresh new intricate varied intense flashy wild deep bad messy rapid hard many different such excellent future blockbuster varied excellent fine unique small great own great ", 1
"other shocking quiet own youthful same ", 1
"first good new different dark complex different beautiful personal more ", 1
"superb communist nationalist frank objective sensitive sensitive sad Hindu other economic first legal new able simple unmindful outside many such other ", 1
"able beautiful near ", 1
"interested corporate good good former innovative whole perfect other business-related good perfect big whole questionable great good normal actual related many great interesting overall likable only particular great OK many interesting terrible final bad terrible terrible whole total good second huge excellent interesting entertaining total absolute final afraid boring special terrible good new many new most terrible losing terrible wrong good different big many real unknown total complete great uptight wrong social British good original great decent human constant rude ", 1
"single petty favorite same top ", 1
"good old mobile powerful new political old old new willing deep ", 1
"all-time favorite special incredible great timeless good grand next ", 1
"incredible true great fantastic great visual ", 1
"resounding earthy varied fitting fresh obvious frequent special such deep fluffy real ", 1
"well-made exciting outstanding old ancient incredible small ", 1
"more hard regular new old sad old believable young decrepit perfect positive ", 1
"German medieval weak other huge whole dead great such undying good early ", 1
"solid young great great dimensional good bad strong strong irrepressible hip ", 1
"above complex absolute dimensional simple good evil evil provocative intricate fascinating first brilliant own essential ", 1
"great other real great right wrong last extended cool ", 1
"pure fantastic female only smart bright pure deep pure great ", 1
"unexpected inexperienced brilliant terrorist large experienced deadly dead explosive bitter cold dizzying entertaining non-stop spectacular exciting exciting dark big good terrific entertaining short sharp good sharp anamorphic technical more great excellent ", 1
"true unfaltering rock-solid great good strong few first few fierce terrifying same much ", 1
"first first female gorgeous old good glorious influential other aesthetic total black humorous second Chinese decent different small comic ", 1
"grand creative musical hard back due creative lengthy good other embraceable real musical fair thin eccentric sound interested expatriate other musical interested first first favorite grand French realistic back lengthy late good big upper good creative likely ", 1
"no-nonsense solid famous wicked past creepy old first mundane successful murderous late particular obvious predictable special real genuine second poignant outstanding lonesome splendid infatuated beautiful lethal third chilling reserved secretive terrific rare fine cute harmless spooky unnerving adorable scary substantial disturbing exceptional gifted unsettling serene sweet innocent angelic fourth amusing pompous haughty mysterious good silly further pulchritudinous luscious macabre witty noted snappy eerie crisp shuddery omnibus ", 1
"secret tough Nazi Nazi influential many real more big tidal most old super simple rectangular old profound tame ", 1
"awful last good bad good great Gujarati good slow half good good good ", 1
"local independent other previous good entertaining young talented creative overall true nostalgic creative several particular other first least super nostalgic worldly considerable simple important worthwhile ", 1
"same human more other great human slight satiric ", 1
"weird terrific classic incredible few classic chilling unforgettable good terrifying ultimate elderly afraid certain many good good ghostly own imaginary outside telepathic endless dull various unconscious legendary incredible timeless unforgettable incredible mad incredible terrifying other ", 1
"surprised many Slavic major real funny sad long most favorite hacking surprised funny ironic Serb good ", 1
"entertaining raucous late early old loving poignant hilarious first glad similar more incredible real interesting first local favorite original only popular many wonderful ", 1
"surprising disappointing more classic fantastic whole human proud mandatory final ", 1
"big mere many only tough convict trapped Mexican psychological effective little short taut great ", 1
"melancholy iridescent more ", 1
"good scathing pop good funny controversial most hooked most other funny only funny rare quick great obvious occasional hilarious ironic funny ", 1
"good mixed general more superb masterly rare male open resonant superb central masterful behind-the-scenes ", 1
"glad classic new original little new pet new dead large dead lead due elderly more human harmless perfect old unique fantastic all-star great most funny original good black white less long good loud interesting ", 1
"funny funny absolute many individual collective good funny such first first complete first cute filthy awesome relentless stand-up next big raw unapologetic delirious possible comic funny damn last normal other ", 1
"young cosmopolitan speechless good negative full most Soviet bad ", 1
"excellent spoiled pretty rich roguish powerful video distracting ", 1
"previous glad striking most different whole early fascinating first-time great first spot-on late neglected three-dimensional two-dimensional unforgettable indirect second visual ", 1
"responsible own literal disastrous high fictional late high own local comic natural supernatural popular real-life musical ", 1
"many happy amazing able main young ", 1
"English complete few much whole several other low great available English great same OK ", 1
"sick cant certain awesome sound excellent good good shocking ", 1
"famous French sexual sarcastic many dark psychological such previous French true ", 1
"great sheer special unfortunate many same full clear simple sister cold large young innocent tough sarcastic beautiful vigorous young skeptical psychotic sweet innocent prime brilliant top stunning first thrilling small outstanding soulless evil great chilling recognizable creepy effective great young dead most white emotionless great gory cheesy 13th little 13th mere least great great ", 1
"funny bouncy most awesome excellent perfect excellent cool angry good great funny stupid long ", 1
"fine clever whole much true favourite big favourite ", 1
"sure great cutesy entire wonderful good ", 1
"more several deep human many much possible ", 1
"excited online worth local beautiful different Scottish Gaelic many superb good true magic ancient atmospheric true delightful profound main true heavy responsible key Gaelic low local Scottish Gaelic heartfelt many ", 1
"inexplicable great good other inexplicable big hammy excessive good heavy-handed emotional visual dumb cerebral visual emotional regular little sure ready top single bad single bad possible total special sure ", 1
"hard-boiled modern American low mean wealthy exciting lavish static ideological hostile hard-boiled urban hostile uncontrollable lawless major potential anxious private brilliant little most silly radical English-speaking brilliant pure repulsive potential foolproof locked amateur old fat more intellectual interesting less entertaining full comical perfect alarming brutal great consistent artistic great sensational mere logical abstract beautiful glorious static dead appropriate central original nasty rich Oriental inscrutable Chinese perfect fanciful social more great American idiosyncratic brutal vicious attempted guilty ", 1
"beautiful young wicked fairy animal off handsome animal true married huge memorable great favorite true recent good vintage ", 1
"French inner-city high many French obvious sexy 17-year-old other inner more perfect much African African ", 1
"short great visual young gold unprotected open neighboring excited near real remarkable available unforgettable ", 1
"short beautiful strange mysterious short more worth ", 1
"possible good beautiful stately clean creepy old unexpected virtuoso interested more beautiful little nice fresh Swedish big late funny sisterly disgruntled old late happy next eager good pretty good nice hot great fat old long enough left poor real decent frightening next fashionable black poor full sick sadistic weeping last obvious diverse satisfying stupid cheap real ", 1
"different European accurate right great great smart witty amazing theatrical beautiful interesting entertaining other old German super ", 1
"low psychological low good great wonderful little great digital gorgeous bizarre dreamy amazing pretentious whole unique captivating different much repetitive ", 1
"gross dumb most old horrible neat high sloppy good excellent terrible good much gross wrong nice ", 1
"strange intense telling Greek last plump foreign many great ", 1
"entire pregnant good mixed ", 1
"entertaining unknown entertaining tough powerful Cuban enough good good ironic bad good good enjoyable ", 1
"gorgeous relaxing weak excellent suitable ephemeral ", 1
"previous low good directorial blockbuster super tremendous moral Indian affectionate separate dead certain new new other more close early good light good good ", 1
"fortunate whole wonderful online favorite sweet opening ", 1
"okay multiple old deep brilliant passe brilliant unbelievable ", 1
"specific historical clear responsible aristocratic unthinkable impossible actual new ", 1
"stylish second fabulous complex satisfying entertaining big endless ultimate beautiful catchy gorgeous brutal black explicit most suave sure tight atmospheric terrific written suspenseful ", 1
"many iconographic strong popular distinctive other entertaining actual excellent sexual innocent monochrome visual emotional spiritual excellent innocent utter wrong silly fetishistic uneducated simple social massive stifling unshakeable unchangeable slow little American such ", 1
"favorite good many huge talented many ", 1
"unique original superb different deep believable intriguing unique British American lengthy unbroken natural wonderful accustomed few restricted ", 1
"beautiful austere Hungarian spectacular main own good violent Nazi native interesting certain Nazi own personal beautiful ", 1
"comic actual full-length cheesy certain entire complete relative poor most unknown actual good white comic goofy complete ingenious correct more ", 1
"extended nuclear personal serious wide ", 1
"good little undemanding lightweight enjoyable perfect intellectual emotional cheesy vague terrorist main definite more sophisticated pretentious same emotional icy eloquent resourceful main male final little surprising diverse ", 1
"animated French animated brief potential good animated most more fairy loving blind huge other good little unlikely fantastic floating crazy vocal first great real animated long same good animated nice ", 1
"second final first many 10th ", 1
"thrilling regular red next other thrilling weak possible excellent right intelligent sexy cautious scary amazing acting bad excellent more ", 1
"possible great first fresh good real dark ugly own great happy sad classic new other 2nd first good entire crazy great mere more first intimate emotional tense romantic other long new current nice ", 1
"typical average good mild erotic enough casual suitable good casual nice good interesting bad old musical other ", 1
"delighted unique good modern British many sinister small idyllic unsuspecting obsessive local free unemployed real irresistible unique good more great other ordinary real unsettling gut-wrenching pure creepy creepy numerous ", 1
"Italian particular Italian successful American exact same American handsome big keen successful big American strong good little thin guilty good great central keen much interesting interesting good same ", 1
"whole lovely written wonderful great great young ", 1
"several phenomenal acting good most straightforward great good moral strong more young ", 1
"historical heroic cultural major terrific determined influential main heartbreaking ultimate optimistic disturbing great terrible great amazing ", 1
"little inside alternative gay familiar ironic 5th 6th hard alien glorious first sure only pre-adolescent startling direct ironic gay able heterosexual many late same ", 1
"intriguing much mild mannered good true clear apparent complete good certain good least commendable ", 1
"single big many good many good great amazing good visual fair most fake much worth ", 1
"European different American French next several infatuated other newfound last past wonderful fresh small due wonderful smart ", 1
"28th short single first closed big first first impressive early close impossible multiple simple special interesting historical ", 1
"false talented great big different knockout worthy iconic early few less small fantastic abrupt clear flawless deserving ", 1
"numerous talented nostalgic timeless reminiscent foul more ", 1
"good great intellectual lyrical spiritual great violent humanistic more new ", 1
"personal obscure little legal rough grainy complete top mini proper full good happy worth eclectic varied rare next mental even several various dead daily thin possible authentic local authentic self weird final disappointing own worth fine proper sure ", 1
"video good original great hard first disturbing 3rd real scary realistic other ", 1
"excellent fictional pivotal content independent Christian independent cheesy other independent acceptable important compelling dramatic satisfying unqualified important technical sound able sloppy superb many brief satanic evangelical biblical good important poisonous only immune various human evangelical evangelical Christian acceptable Christian absurd akin evangelical Christian unbelieving godless acceptable dramatic many enjoyable thought-provoking teen ", 1
"more few 10-year important creative special most clever canny incredible classy fuzzy much charming bizarre slow dramatic amazing cute tiny huge cool elegant stunning kooky high lucky powerful dramatic good early amazing black-and-white jazzy terrific kicky special ", 1
"final great right other new able other ", 1
"good comic vivid comic comic sorry classic good comic great able old such ", 1
"most corporate long funny side-splitting cooking most foul full frontal ", 1
"further other other most stupid clever touching possible white other perfect few pure sorry ", 1
"last great good British good new British fantastic touching same brilliant certain classic good ", 1
"original clean great various little ", 1
"taboo major grainy many human independent human independent fearless ", 1
"excellent favorite great small excellent ", 1
"great early pretty convincing good good happy happy similar good long least good ", 1
"young own subtle true like rough young easy own infectious careful ", 1
"hilarious funny good favorite good present next giant bully new other ", 1
"significant excellent own good perfect much lead good internal spurious blue dead young young own many such drunk great wrong own wrong daring European recent comfortable ", 1
"Victorian light-hearted charming elegant dashing lovely self-appointed great romantic successful initial less handsome astute important own enough true right wrong slight delightful feel-good fresh turbulent important impeccable entertaining enjoyable pleasant wonderful light picturesque winsome good comfortable right British such good easy charismatic reminiscent unique wide such personal own expressive open engaging easy right recent Italian less perfect handsome believable real memorable own excellent worthy Reverend real such vital overall invaluable elegant civilized silver nice able human ", 1
"conventional classic actual first odd sick super ", 1
"more great many big few great other watched well-done odd professional beloved great realistic daytime ", 1
"little due British unfortunate fantastic more many good ", 1
"good bad harsh second low bad curious harsh civil watery clean such old mature apt original gruff new honest juvenile old early few drab drab drab comic evident superior realistic few complete unexplained unexplained okay entire intriguing main least early self true good complete ", 1
"little confusing compelling interesting overall good strong outstanding trite special ", 1
"artistic stunning black white tremendous good more impressive good close ", 1
"few humorous funny steamy male humorous hot sexy steamy other very sexy provocative ", 1
"least other numerous energetic playful explorative earnest main common other yellow personal political complete flawed contradictory happy sad curious wonderful additional yellow funny funny same weird cartoonish similar intelligent witty refreshing ebullient authentic ", 1
"only overwhelming human sure human many other lesser true overall ", 1
"good original good dreadful special much good adult blatant black uncut lengthy underwater nude obvious sexual next fast-moving full skimpy bad perfect good worth ", 1
"charming irresistible high whole outstanding outstanding notable sympathetic first good happy blind illegal top-notch fine individual nice stupid amiable likable special French great perfect British likable amusing likable good short confusing unexpected bad ", 1
"most long able good bad such simple romantic political musical self-conscious basic Indian disturbing fratricidal ostensible astonishing real spirited unexpected most admirable believable notable tyrannical scary nuanced rampant disturbing most female disturbing surreal dramatic such comic spectacular overall incredible great ridiculous Shakespearian pure gratuitous good all-important inspiring motherly most ", 1
"American cultural heavy complex wonderful good ", 1
"nice relaxing young many scary ", 1
"good good similar good whole good most good enough believable wonderful funny ", 1
"spicy little good edgy small-time military beautiful crowded callous real striking male male main female trustworthy pretty similar female handsome boyish first low sure conclusive special indelible afraid physical less revealing same same casual notable real realistic separate essential good durable predictable colorful cheap unrelenting final substantial good other emphatic gripping favorite few extraordinary comparable many classic ", 1
"last own such selfless amazing good sad sure ", 1
"important few more technical successful wonderful terrific periodic more interesting incredible ", 1
"recent Asian first slow curious overall pretty terrific exciting beautiful sad Japanese deep contextual rich traditional high mortal own high real self true dark open stylish frenzied more sedate great ethereal much outside supernatural down dirty more important vivid detailed evocative dignified powerful mysterious driven cold ordinary smart cynical unaware flabby necessary frenetic actual artistic regular fast deadly more unfortunate distracting great regular deep more mystical particular generic such ", 1
"wide different cheesy striking natural true early ", 1
"other same own ", 1
"only minor wonderful last least interesting fascinating young lively credible heavenly unreported witty first supreme wonderful garish excellent heavenly great tense memorable romantic marvelous ", 1
"big brown good ", 1
"few last pure few early new bad funny good Maltese ", 1
"excellent great due long good sure fascinating ", 1
"little energetic great delightful favorite big blue boyish major buoyant ", 1
"wonderful full crude romantic popular own beautiful radiant hazy classic previous fun-loving big intelligent many obnoxious great big crude close loving interested good awkward unrealistic nosey mean-spirited gossipy quirky restrained funny awesome hip clever wordy obsessed dry biting many modern nice initial whimsical classic Hollywood-style great teary-eyed magical ", 1
"first main woolly toothed other other 3rd female human evil toothed infant okay fat female purple skinny female yellow simple minor same funny first other next like ", 1
"same other authentic informative main black black capable own painful phenomenal amazing glad lousy ", 1
"brilliant wonderful different good great whole excellent great several three-dimensional positive excellent ", 1
"amazed old good true grand great audio dark fine gorgeous wonderful stunning most excellent marvelous rival terrific remiss old ", 1
"beautiful flawed touching first young youthful ridden real first good collective acting entire glad young alive young first true hopeless facial little radiant only powerful super black great cruel wise great sister youthful good wonderful regal charming hard mental ambiguous tragic powerful physical limited emotional lesser favorite famous terrible acting memorable most good sparkling rich light visual flash powerful many powerful great ", 1
"outstanding poignant unusual intense eccentric fine outstanding tortured bold brilliant great own deep liberated stereotypical Italian stunning intelligent accessible popular photogenic emotional emotive enough remarkable classic final ", 1
"surprising delightful different past pretty amazing serious real breathtaking gifted loopy entertaining bizarre real ", 1
"hilarious witty sexy romantic beautiful sexy top flawless nice perfect video ", 1
"strange many many much first silly cool funny silly great other opposite main interesting bad flat most witty worth uninitiated American good ", 1
"perfect well-rounded surprising Asian recent awful original Japanese touching subtle exact aghast typical unoriginal crass bad foreign original main reserved ultra conservative public Japanese main full vivacious original terrible full shallow original Japanese original old Japanese only likely new foreign few quick first outstanding funny Italian mistaken Korean Asian German quick ", 1
"amazing marvelous so wonderful ", 1
"Recent like great previous middle-aged carnal finite brash gruff young weak peripheral inconceivable ", 1
"good full compulsive lucky wrong least regular big American special sad mad superb brilliant amazing long late weak good ", 1
"lovely cinematic political cultural least little good proud aloof sorrowful else ultimate obscure obscure close honest loose real available gorgeous ideal local ", 1
"hilarious insightful off first male weekly local good-looking sharp cynical sensitive nice married weekly single boring banal married single new married astute uncanny same realistic plain real hysterical ", 1
"first little bad long only more sad more first early sound shallow first extreme smart simple different good nice own good same lesser evident high low present smart ironic minor different many teen great gay interesting ", 1
"demonic 1st vile other similar 2nd low disturbing different horrific fine such ", 1
"cold excellent ", 1
"great cultural last easy early unusual more animated other documentary good insightful 20th literary sure different easy different few more least more ", 1
"late last former young young promiscuous American young French spiritual intellectual whole new young other naive such romantic worth dreamy urban classical romantic further ", 1
"predictable average favorite more magical very short evil innocent true shallow extra notable interesting fantastic magical more least ", 1
"usual great good hard ", 1
"commendable tough craggy versatile far-fetched bloody perilous high hard other cold awesome ruthless filthy brazen certain captivating many ", 1
"funny great diverse stupid excellent funny usual brilliant funny worth first distraught meagre more ", 1
"good gross affable hilarious other hard first lead lukewarm second positive third ", 1
"fantastic commercial creepy easy entire next ", 1
"original glorious hard routine more available ", 1
"good unusual ancient full martial underground full big fantastic tense entertaining memorable available second big ", 1
"popular glad able whole few ", 1
"good favorite Hindi little good good enough good good many last beautiful favorite ", 1
"okay wooden good secluded wooden good first ", 1
"delightful homicidal lunatic perfect precious young particular notable narrative good ", 1
"usual strong high happy immature other wrong other wild other dangerous hard old easy careful own great great ", 1
"great meaningless scary unusual great basic expert central ", 1
"many nuanced sharp comic only oily delightful familiar believable outstanding desperate neurotic charming attractive amazing wide able traumatic great able good sweet enjoyable romantic ", 1
"creative unique less special fine ", 1
"available funny great true modern main angry ", 1
"typical good silver little familiar off good ", 1
"favorite good wise most memorable spiked incredible bold hard good ", 1
"difficult emotional Vietnamese complex difficult numerous main American strong dramatic strong interesting international social last Asian difficult subject compelling powerful real other easy good other ", 1
"sure classic recent due certain real more nuclear peaceful recent young mysterious advanced more due military high cool tragic real cardboard impressive unbelievable beautiful reminiscent traditional cultural erotic similar good good many great incredible same vocal incredible essential ", 1
"funny amusing interesting stylish amazing such documentary brilliant decent moderate megalomaniacal varied own real imaginative compelling concise amazing ", 1
"great cinematic human artistic compelling intellectual great 20th such special breathtaking trite elementary revolutionary such existential female same such magnificent akin beloved few ", 1
"funny funny original intelligent long other executive ", 1
"enigmatic straight usual simple great innovative entertaining innovative mainstream avantgarde regular slow entertaining small great main good likeable weak complete more more above nice suitable obvious overall memorable ", 1
"much other deep similar previous straight brutal sensitive subject more ", 1
"much darling little short more great comedic good scatterbrained patient good American relevant terrible happy relevant poor present gross slick great social ", 1
"more happy first big such real gifted superb generous good legitimate backstage first eager young many big burlesque young comic first big legitimate first unbilled being worth good standard top bad necessary sure fortunate easy personal real real ", 1
"romantic intertwining other precise comic beautiful spineless moody young operatic Catholic timeless smooth early rough elderly obtuse nimble wobbly kooky infectious ", 1
"notorious sexual tame galore more racy most late crafty enough worthless illegal outlawed own such obnoxious beautiful hard-working sleazy local private rebellious swell dirty rotten low still first shrewd shrewd first high same happy good ", 1
"interesting other interesting obscure offbeat glorious off several wonderful many married nervous fresh dirty clever creative nude beautiful attractive good least ", 1
"great many late favorite due good famous actual great due total acting whole good large postwar Nazi great critical same personal possible down willing wise great astute bad curious crippled criminal great sinister so-called fatalistic modern dead murky dead other second actual famous confusing worth striking clever lecherous good particular fine good slimy unforgettable own own most memorable unusual likable naive hard good ", 1
"many favourite cool then cool like whole next worth topless good good like good good unpredictable next ", 1
"criminal real little formal diabolical golden sneaky lovable evil young lonely little young right good new good dreaded different original many other animated good dubious ", 1
"good ordinary amazing good good beautiful big great ", 1
"bad domestic main abusive musical good effective third first-time bad bad last good stylistic musical other bad ", 1
"first same original unfinished different sure Breton dead borrowed dashing surreal beautiful British Scottish young most old old dissolute pleased whole instant entertaining awkward good-hearted most natural magic swashbuckling romantic splendid spirited appealing delightful lovable great great comic rakish scheming tragic classic swashbuckling dashing good main such incongruous real implausible more down-market odd well-to-do such early appealing elegant Regency pure ", 1
"modern sobering real ignorant inane bucolic small Irish young Protestant peaceful loving old Protestant local entire Catholic local powerful emotional fervent independent equal realistic complex compelling interesting true horrific real negative religious fellow basic whole plain powerful negative ", 1
"perverted sick random very weird great long such explicit classic personal sexual enormous substantial enjoyable sure only other ", 1
"great able top main scenic historic cool dry rural dark funny acting brilliant ", 1
"accurate main more good real year-old enjoyable independent ", 1
"local good low right good okay funny funny nimble quick full ", 1
"first dark first old dark old more dark good first deep first first adorable sound great big sound first first great fantastic excellent other great wonderful surprising ", 1
"marvelous good human such British such outstanding lunatic old sad old able good ", 1
"good early Bulgarian video few first only Russian special difficult difficult same first other such many great ", 1
"proud good bad other brilliant wonderful nice little more unusual other ", 1
"amazing more dreadful significant long shocking more complete fantastic good strange professional various stunning visual least amazing ", 1
"much owing unimpressive glad rare sensitive soulful thoughtful many other many favourite great current less low ranking possible few promotional top ", 1
"great visual little amazing good next ", 1
"final ", 1
"stupid boring amazing dark disturbing sad scary boring typical more hot talented happy healthy great great emotional physical gorgeous talented nasty cold-hearted rebellious anti-social single positive unharmed dead enough lonely more happy happy friendly harsh hurtful harsh friendly moving dark American same own graphic excellent ashamed only ", 1
"main important past senior next last running next ", 1
"musical big ", 1
"old interesting intriguing different such good successful dead short different popular quintessential romantic good other funny sad intriguing plain puzzling deep inner only whole good cold wet foggy indifferent miserable hot many personal confused perfect funny close cutesy right indifferent small uncomfortable flat good last social good first young own African indifferent young new paramedic good final 14th postal first French French perfect good intriguing great ambitious ", 1
"good sorry real dull superb excellent horrific unbelievable such true interesting young overwhelming tired favorite good ", 1
"teenage weird untimely witty free great true hilarious wild ", 1
"simple wonderful slow-motion beautiful smooth relaxing different common similar good different successful little little excellent succesful hot same relaxing sunny smooth other funky last last fresh accurate beautiful sunny Belgian sunny beautiful fresh crowded beautiful next ", 1
"first good complex poor simple little own rich interested dead natural poor many funny many ", 1
"special young aware old big old high subsequent late favorite great ", 1
"most ready good original literate mean nice animal animal vocal other young great old ", 1
"low-budget clever strange exterior isolated next last lonely other clever enjoyable savvy assured usual creepy unadulterated good no-nonsense working own evil real rough ", 1
"quick simple dead great full solid great great fantastic next good top @card@ ", 1
"secret drunken hearty American few absurd such old final bloody pristine great ", 1
"strange psychotic dark black dramatic fascinating complex detailed great eerie several more ", 1
"more creative comedic alien entire complete ", 1
"few weird few next first minimal most absurd thoughtful beautiful few other able great brilliant simple ", 1
"right right two-dimensional least current great 16th early charismatic funny unexpected true wrong only possible innate clear exceptional effortless independent pleasing own succinct conventional companion full-blooded terrific first loose extra own unlikely mature wise convoluted little final small big strong genuine ", 1
"own daily same normal everyday internal intense serious wrong gross superior own extreme irrational criminal powerful low many rich superior uncooperative nearby facial Texan various only own eventual own tense fitting gritty strained preoccupied troubled accidental only successful own engaging interesting diverse main absolute moral ", 1
"young naive ready required youthful technical much seedy sad real human such glad great ", 1
"exact great great true ready emotional mature complacent angry hard true distinct true outstanding meaningful deep true worth impossible second ", 1
"good long beautiful painful long smart adorable heartwarming indescribable able tiny lucky ", 1
"low quirky intended complicated exceptional able sharp DP special large necessary terrific large more ", 1
"normal real perfect wonderful hard right normal wonderful comical more ", 1
"incredible frenzied fateful 11th intense personal riveting great great new little rigorous simple routine first simple first like amazing entire raw unknown impending more fictional audible visible trapped memorable old candid entire large more palpable second apocalyptic much right right extraordinary extraordinary such few desperate own more recent big many fine small sentimental obsolete gripping only definitive sublime ", 1
"sad complicated popular well-kept other domestic complicated fascinating mini fine dark long other attractive actual good actual executive personal eating other executive worth fascinating true ironic former many brilliant above average amazing former longtime popular incumbent interesting ", 1
"least same second fourth great fiery fat foolish first hilarious lesser-known accurate enjoyable third famous well-known stupid funny good good ", 1
"sentimental naive emotional German French other new German French French common German deaf certain own obvious least fundamental flippant cynical honest simplistic real real privy ordinary working-class fellow little positive most French brutal overall final short glad ", 1
"great other international strong Bosnian pathetic single original own great unrecognizable most many ", 1
"low remarkable whole enough fine only major original technical same true uncertain original inferior more fine free technical overwhelmed numerous various lengthy little same such much preferable digestible easy special various predictable enthusiastic whole technical technical fine ", 1
"excellent traditional dominant terrific many familiar ", 1
"touching hilarious nuanced hard unsung old baby-faced impressive quirky ", 1
"cool new 20th more 20th new ", 1
"favorite next least third friendly long other ", 1
"good least whole small complete real most top scary Gothic complete other good final ", 1
"initial nice virtually certain positive whole effective human horrific negative able remarkable god-given ", 1
"unsung clear-eyed complex traditional psychological austere geometrical modern similar lucid loaded brutal ironic happy cruel brilliant entertaining tense double-edged ", 1
"few short possible real warm possible amazing young same many first few great outer unreal real good ", 1
"more good good exaggerated weird cultish more mid interesting happy few video overwhelming more great same puzzling gripping beautiful political old-fashioned old-fashioned interesting regular good dummy erotic wild accessible ", 1
"great enough mechanical timely great terrific ", 1
"high brilliant own low low next classic hidden obvious such good convincing little choppy overall good good ", 1
"good amazing good good good many Georgian Georgian great Russian good good Russian ", 1
"European American most overwhelming few unlikely greedy good good fictional real alive sentient normal deformed giant alive lovable more solid own many mid small little surreal believable short weird breathtaking true staggering few colourful alive many furry little lovable funny important main cool great thin bad original much mythical feeble whole little adorable resistant OK more less good ", 1
"delightful unexpected modern-day attractive stellar erstwhile madcap hateful magical Siamese well-timed fake atrocious bad short many right perfect amusing charming very good fine theatrical other technical beautiful legendary fine attractive mischievous wonderful fellow lovely touching imperfect comedic convincing subtle other luminous straightforward main stuck-up magic interested romantic sprightly little magic own fey lovely unusual amazing complete delightful ", 1
"original original second first first great other ", 1
"first independent low main intense perfect few noticeable personal worth flawless ", 1
"good very hard good good good good cool good real cool pretty ", 1
"serious bad legitimate wonderful divine most memorable unnecessary fine bad ", 1
"other bad rare good happy stupid intelligent more much interracial more trite loose ridiculous same absurd pop such across-the-board excellent young old great sure ", 1
"great original unconventional creepy great black great lead ", 1
"great great excellent wrong ", 1
"stunning big old video simple documentary important own amazing ", 1
"fair last cohesive relevant mass Bohemian global such little original great sole single brief instrumental unremarkable former good only proper brief proper attempted tortured real revelatory high real able only great outrageous documentary fragmentary good most ", 1
"even prime wonderful sensational brilliant British silly little evil funny comedic funny good smart sexy funny last British ", 1
"short comedic very good witty hilarious many memorable funny standup top standup British standup live commercial indicative talented ", 1
"glad rare little independent bad rich big video ", 1
"Anglo-American first various long special heavenly absurd clever charming sweet innocent charming good early ", 1
"stunning brilliant sound good big first exceptional good brilliant least ", 1
"versatile alive English aristocratic passionate Irish impudent violent strong outrageous cerebral few unique stunning difficult smart outrageous small predictable sentimental single acting only beautiful tired perspicacious guttural ", 1
"realistic common social funny light dark serious favourite Iranian believable actual astonishing different non-professional credible Muslim different own real current official more difficult wild current obvious moving unexpected nice social remarkable repressive able such resourceful other ", 1
"typical romantic hard little only more whole good deep first amazing veteran other convincing lovely luminous hilarious funny warm quiet touching wonderful second ", 1
"favorite old strong more ", 1
"excellent most good other great habitual psychological only impressive realistic last confused ", 1
"cool old original available ", 1
"amazing good strait high young new respected Thai free great ", 1
"excellent military excellent good other slow possible several professional only illegal 2nd true third snapped complex worth enough full good full possible professional proud great comprehensive natural full ", 1
